iter	Passed	Remaining
134	34432	93094
135	34690	92848
136	34944	92590
137	35209	92361
138	35459	92092
139	35690	91774
140	35952	91537
141	36201	91269
142	36471	91050
143	36718	90776
144	36990	90563
145	37240	90296
146	37500	90052
147	37754	89794
148	38016	89555
149	38266	89288
150	38517	89023
151	38771	88767
152	39043	88549
153	39318	88339
154	39595	88131
155	39845	87863
156	40093	87592
157	40357	87356
158	40606	87087
159	40862	86832
160	41116	86573
161	41352	86278
162	41600	86008
163	41868	85780
164	42128	85534
165	42383	85277
166	42635	85015
167	42883	84746
168	43136	84485
169	43390	84229
170	43646	83975
171	43889	83696
172	44138	83429
173	44402	83190
174	44645	82913
175	44920	82694
176	45174	82437
177	45431	82184
178	45687	81930
179	45945	81681
180	46197	81420
181	46469	81193
182	46720	80931
183	46966	80660
184	47208	80381
185	47470	80137
186	47724	79881
187	47973	79614
188	48238	79377
189	48512	79152
190	48766	78894
191	49023	78642
192	49285	78397
193	49534	78132
194	49797	77887
195	50051	77630
196	50314	77387
197	50554	77107
198	50818	76866
199	51097	76645
200	51352	76389
201	51585	76101
202	51833	75834
203	52074	75558
204	52330	75304
205	52598	75067
206	52841	74794
207	53101	74546
208	53359	74295
209	53608	74030
210	53870	73785
211	54121	73523
212	54390	73287
213	54655	73044
214	54915	72794
215	55176	72546
216	55446	72310
217	55697	72048
218	55962	71806
219	56210	71540
220	56458	71275
221	56706	71011
222	56922	70706
223	57197	70475
224	57449	70216
225	57713	69970
226	57958	69703
227	58210	69444
228	58483	69210
229	58748	68965
230	58991	68696
231	59240	68433
232	59484	68165
233	59736	67905
234	59968	67624
235	60227	67372
236	60479	67114
237	60740	66865
238	60997	66612
239	61251	66355
240	61491	66084
241	61766	65850
242	62016	65589
243	62267	65329
244	62523	65075
245	62759	64800
246	63015	64546
247	63259	64279
248	63528	64038
249	63788	63788
250	64044	63533
251	64302	63282
252	64558	63027
253	64823	62782
254	65072	62521
255	65319	62257
256	65561	61989
257	65830	61747
258	66082	61490
259	66319	61218
260	66584	60972
261	66828	60707
262	67069	60438
263	67328	60187
264	67590	59938
265	67873	59708
266	68133	59457
267	68387	59201
268	68645	58948
269	68895	58688
270	69134	58420
271	69389	58165
272	69646	57911
273	69906	57659
274	70172	57413
275	70418	57151
276	70662	56887
277	70914	56629
278	71157	56364
279	71431	56124
280	71699	55879
281	71947	55619
282	72200	55362
283	72436	55092
284	72685	54832
285	72942	54579
286	73191	54319
287	73438	54058
288	73685	53797
289	73933	53538
290	74183	53279
291	74434	53022
292	74693	52769
293	74953	52518
294	75207	52262
295	75464	52009
296	75712	51749
297	75967	51495
298	76220	51238
299	76480	50986
300	76737	50733
301	76983	50472
302	77245	50222
303	77504	49970
304	77775	49725
305	78026	49468
306	78286	49215
307	78547	48964
308	78806	48712
309	79069	48461
310	79316	48201
311	79561	47941
312	79808	47681
313	80067	47428
314	80330	47178
315	80595	46928
316	80847	46672
317	81118	46426
318	81387	46179
319	81623	45912
320	81896	45667
321	82150	45412
322	82420	45165
323	82667	44905
324	82926	44652
325	83177	44395
326	83417	44131
327	83675	43878
328	83926	43621
329	84170	43360
330	84423	43104
331	84656	42838
332	84897	42576
333	85149	42319
334	85404	42064
335	85652	41806
336	85884	41540
337	86157	41294
338	86406	41036
339	86658	40780
340	86917	40527
341	87185	40278
342	87451	40028
343	87711	39776
344	87966	39520
345	88223	39267
346	88488	39016
347	88757	38767
348	89011	38512
349	89246	38248
350	89493	37990
351	89745	37733
352	90002	37479
353	90266	37228
354	90520	36973
355	90745	36706
356	90976	36441
357	91220	36182
358	91480	35929
359	91735	35674
360	91988	35419
361	92236	35161
362	92509	34914
363	92763	34658
364	93033	34409
365	93303	34160
366	93553	33903
367	93804	33647
368	94058	33391
369	94314	33137
370	94558	32878
371	94803	32620
372	95058	32365
373	95332	32117
374	95577	31859
375	95834	31604
376	96083	31348
377	96318	31087
378	96575	30832
379	96826	30576
380	97057	30314
381	97315	30060
382	97567	29805
383	97839	29555
384	98093	29300
385	98348	29046
386	98598	28789
387	98855	28535
388	99110	28280
389	99376	28029
390	99596	27764
391	99843	27507
392	100086	27249
393	100315	26988
394	100554	26729
395	100776	26466
396	101033	26212
397	101304	25962
398	101571	25711
399	101818	25454
400	102072	25199
401	102304	24939
402	102538	24680
403	102791	24425
404	103035	24168
405	103279	23912
406	103534	23657
407	103804	23406
408	104063	23153
409	104322	22900
410	104567	22643
411	104835	22392
412	105065	22132
413	105328	21879
414	105581	21625
415	105842	21371
416	106103	21118
417	106369	20866
418	106640	20615
419	106907	20363
420	107173	20111
421	107424	19855
422	107672	19599
423	107926	19345
424	108194	19093
425	108470	18842
426	108734	18589
427	108989	18334
428	109244	18080
429	109519	17828
430	109771	17573
431	110016	17317
432	110265	17061
433	110519	16807
434	110782	16553
435	111045	16300
436	111295	16044
437	111551	15790
438	111819	15537
439	112075	15283
440	112334	15028
441	112596	14775
442	112850	14520
443	113108	14265
444	113369	14011
445	113612	13755
446	113872	13501
447	114126	13246
448	114388	12992
449	114631	12736
450	114890	12482
451	115134	12226
452	115405	11973
453	115695	11722
454	115959	11468
455	116211	11213
456	116487	10960
457	116751	10706
458	117000	10451
459	117252	10195
460	117497	9940
461	117749	9684
462	117997	9429
463	118248	9174
464	118504	8919
465	118767	8665
466	119035	8411
467	119300	8157
468	119549	7902
469	119812	7647
470	120059	7392
471	120320	7137
472	120558	6881
473	120793	6625
474	121040	6370
475	121300	6115
476	121551	5860
477	121805	5606
478	122059	5351
479	122323	5096
480	122577	4841
481	122819	4586
482	123061	4331
483	123340	4077
484	123619	3823
485	123872	3568
486	124131	3313
487	124377	3058
488	124643	2803
489	124891	2548
490	125149	2293
491	125417	2039
492	125672	1784
493	125940	1529
494	126189	1274
495	126425	1019
496	126674	764
497	126921	509
498	127170	254
499	127433	0
