iter	Logloss
0	0.5762056023
1	0.4926433212
2	0.4335399427
3	0.3905082669
4	0.3516080174
5	0.3272589726
6	0.3063687424
7	0.2901343494
8	0.2758184239
9	0.2655587253
10	0.2573231751
11	0.248034567
12	0.241443087
13	0.2358990872
14	0.2319625665
15	0.2287740947
16	0.2244190161
17	0.2197471982
18	0.2171228059
19	0.2137200242
20	0.2109026183
21	0.2077269395
22	0.2057745712
23	0.2033757218
24	0.2006194348
25	0.1990517478
26	0.1975483902
27	0.1958197541
28	0.1936127122
29	0.1925183889
30	0.1910961981
31	0.1896541458
32	0.1883173082
33	0.1865499726
34	0.1855479842
35	0.1844620964
36	0.1829866249
37	0.1817750725
38	0.1805503752
39	0.1797383153
40	0.1783458132
41	0.1772916702
42	0.1762658802
43	0.1745716684
44	0.173454609
45	0.1728318322
46	0.1717791931
47	0.1711358739
48	0.1703714865
49	0.1696497718
50	0.1688636337
51	0.1678771659
52	0.1674297052
53	0.1668934025
54	0.165831234
55	0.1650775531
56	0.1640639443
57	0.1633400088
58	0.1628089122
59	0.1624802873
60	0.1620789368
61	0.1611302204
62	0.1606337251
63	0.1601959838
64	0.1593719975
65	0.1589458906
66	0.1579434128
67	0.157160035
68	0.1563920184
69	0.1557787346
70	0.1551802555
71	0.1544409211
72	0.1537612387
73	0.1531836764
74	0.152603042
75	0.1520422246
76	0.1513900081
77	0.1510169436
78	0.1504319655
79	0.1499315802
80	0.1495781827
81	0.148939016
82	0.1479181531
83	0.1474245394
84	0.1469563097
85	0.1463763996
86	0.1459324858
87	0.1453790816
88	0.1448098459
89	0.1438569569
90	0.1433673679
91	0.1427987982
92	0.1423900119
93	0.1418973338
94	0.1414545685
95	0.1410662055
96	0.1405901587
97	0.1401689927
98	0.1397599606
99	0.1392874884
100	0.1389139789
101	0.1384420911
102	0.138052726
103	0.137672391
104	0.1374580553
105	0.1369284255
106	0.1364014989
107	0.1361120768
108	0.1358368983
109	0.1352577005
110	0.1350400494
111	0.1344731093
112	0.1338128777
113	0.1334332295
114	0.1329130949
115	0.1327087354
116	0.1323826399
117	0.1320904881
