iter	Passed	Remaining
138	2412	13870
139	2429	13850
140	2446	13829
141	2463	13808
142	2479	13784
143	2496	13767
144	2513	13745
145	2529	13723
146	2546	13703
147	2563	13680
148	2579	13661
149	2596	13642
150	2615	13629
151	2631	13606
152	2647	13585
153	2663	13561
154	2680	13539
155	2697	13519
156	2714	13502
157	2731	13485
158	2748	13464
159	2765	13445
160	2782	13430
161	2799	13412
162	2816	13389
163	2832	13367
164	2849	13350
165	2866	13332
166	2884	13315
167	2900	13292
168	2916	13270
169	2933	13252
170	2950	13235
171	2968	13221
172	2985	13200
173	3001	13180
174	3018	13160
175	3035	13143
176	3052	13124
177	3069	13105
178	3086	13087
179	3103	13067
180	3119	13045
181	3135	13023
182	3152	13004
183	3169	12988
184	3185	12964
185	3201	12945
186	3218	12925
187	3235	12908
188	3252	12888
189	3269	12870
190	3284	12846
191	3301	12828
192	3319	12814
193	3335	12790
194	3352	12772
195	3368	12753
196	3385	12734
197	3402	12714
198	3417	12692
199	3434	12672
200	3451	12656
201	3469	12640
202	3486	12622
203	3504	12608
204	3520	12588
205	3537	12569
206	3554	12552
207	3570	12531
208	3588	12517
209	3604	12496
210	3621	12477
211	3639	12463
212	3655	12442
213	3673	12427
214	3691	12412
215	3707	12391
216	3724	12374
217	3741	12355
218	3756	12333
219	3774	12317
220	3791	12299
221	3807	12281
222	3824	12262
223	3841	12245
224	3859	12231
225	3876	12212
226	3892	12191
227	3910	12176
228	3926	12156
229	3944	12141
230	3960	12121
231	3977	12104
232	3995	12090
233	4012	12070
234	4029	12053
235	4046	12035
236	4062	12016
237	4080	12000
238	4095	11977
239	4111	11958
240	4129	11944
241	4146	11926
242	4164	11909
243	4180	11890
244	4198	11875
245	4214	11855
246	4231	11836
247	4247	11818
248	4263	11796
249	4280	11779
250	4296	11760
251	4313	11742
252	4331	11726
253	4347	11706
254	4363	11686
255	4380	11670
256	4397	11653
257	4415	11636
258	4432	11619
259	4449	11603
260	4466	11585
261	4483	11568
262	4500	11550
263	4517	11534
264	4535	11517
265	4551	11498
266	4569	11483
267	4585	11464
268	4602	11445
269	4619	11428
270	4636	11410
271	4652	11392
272	4669	11373
273	4685	11354
274	4702	11336
275	4719	11319
276	4735	11299
277	4752	11282
278	4768	11263
279	4786	11247
280	4803	11230
281	4820	11213
282	4836	11194
283	4852	11174
284	4870	11159
285	4886	11139
286	4903	11122
287	4921	11107
288	4937	11088
289	4955	11072
290	4971	11054
291	4990	11039
292	5005	11019
293	5022	11001
294	5038	10982
295	5055	10964
296	5072	10947
297	5089	10930
298	5106	10912
299	5122	10894
300	5139	10877
301	5155	10856
302	5172	10840
303	5190	10824
304	5205	10804
305	5222	10786
306	5239	10769
307	5256	10752
308	5274	10736
309	5289	10715
310	5306	10698
311	5323	10680
312	5339	10661
313	5355	10642
314	5372	10624
315	5389	10608
316	5405	10590
317	5422	10571
318	5439	10554
319	5456	10537
320	5473	10520
321	5491	10505
322	5508	10489
323	5525	10470
324	5541	10452
325	5556	10431
326	5575	10417
327	5590	10397
328	5608	10382
329	5626	10365
330	5642	10347
331	5660	10332
332	5677	10315
333	5694	10297
334	5709	10277
335	5726	10259
336	5743	10242
337	5759	10223
338	5776	10206
339	5792	10188
340	5808	10169
341	5826	10153
342	5843	10136
343	5860	10120
344	5876	10101
345	5893	10083
346	5910	10066
347	5927	10049
348	5943	10029
349	5960	10012
350	5976	9995
351	5993	9978
352	6009	9959
353	6026	9941
354	6042	9923
355	6058	9905
356	6076	9889
357	6092	9871
358	6110	9855
359	6126	9836
360	6142	9817
361	6160	9802
362	6177	9784
363	6193	9766
364	6211	9750
365	6227	9732
366	6244	9714
367	6262	9699
368	6278	9681
369	6296	9665
370	6311	9645
371	6328	9628
372	6344	9610
373	6361	9593
374	6380	9578
375	6396	9560
376	6413	9543
377	6430	9526
378	6447	9510
379	6463	9490
380	6480	9474
381	6498	9458
382	6514	9440
383	6531	9422
384	6548	9406
385	6565	9388
386	6582	9372
387	6599	9354
388	6616	9337
389	6633	9321
390	6649	9302
391	6667	9286
392	6683	9268
393	6701	9252
394	6718	9235
395	6733	9216
396	6751	9200
397	6767	9181
398	6783	9163
399	6800	9146
400	6816	9128
401	6834	9112
402	6849	9093
403	6865	9074
404	6881	9056
405	6899	9040
406	6916	9024
407	6933	9006
408	6949	8989
409	6966	8970
410	6982	8952
411	6998	8935
412	7015	8917
413	7032	8901
414	7049	8883
415	7067	8868
416	7083	8850
417	7099	8831
418	7116	8814
419	7132	8797
420	7150	8780
421	7167	8763
422	7183	8745
423	7200	8729
424	7217	8711
425	7233	8694
426	7251	8678
427	7268	8661
428	7285	8644
429	7302	8627
430	7319	8610
431	7337	8593
432	7353	8576
433	7369	8557
434	7387	8541
435	7403	8523
436	7421	8507
437	7436	8489
438	7453	8471
439	7469	8454
440	7485	8435
441	7501	8418
442	7518	8400
443	7534	8382
444	7553	8367
445	7569	8349
446	7585	8331
447	7602	8314
448	7617	8296
449	7633	8278
450	7650	8261
451	7667	8243
452	7684	8227
453	7700	8209
454	7718	8193
455	7735	8176
456	7751	8158
457	7769	8142
458	7784	8123
459	7801	8106
460	7819	8090
461	7836	8073
462	7854	8057
463	7871	8040
464	7888	8024
465	7906	8007
466	7923	7991
467	7941	7975
468	7958	7958
469	7974	7940
470	7991	7923
471	8007	7906
472	8025	7889
473	8041	7871
474	8059	7855
475	8074	7836
476	8091	7819
477	8108	7802
478	8125	7785
479	8141	7768
480	8159	7752
481	8175	7734
482	8190	7715
483	8206	7698
484	8222	7680
485	8238	7661
486	8254	7644
487	8270	7626
488	8286	7608
489	8304	7592
490	8320	7574
491	8336	7557
492	8353	7540
493	8369	7522
494	8387	7506
495	8403	7488
496	8421	7472
497	8437	7454
498	8453	7437
499	8470	7420
500	8488	7403
501	8505	7387
502	8522	7370
503	8538	7352
504	8555	7335
505	8572	7318
506	8590	7303
507	8606	7285
508	8624	7269
509	8640	7251
510	8657	7234
511	8674	7217
512	8693	7202
513	8711	7186
514	8728	7169
515	8745	7152
516	8762	7135
517	8779	7118
518	8796	7101
519	8813	7084
520	8829	7067
521	8846	7049
522	8863	7033
523	8880	7016
524	8897	6999
525	8914	6982
526	8931	6965
527	8949	6949
528	8965	6931
529	8981	6914
530	8999	6898
531	9016	6881
532	9032	6863
533	9049	6846
534	9066	6829
535	9082	6812
536	9099	6794
537	9116	6777
538	9133	6761
539	9151	6744
540	9168	6728
541	9186	6711
542	9203	6694
543	9221	6678
544	9237	6661
545	9254	6644
546	9271	6627
547	9287	6609
548	9304	6592
549	9319	6574
550	9336	6557
551	9352	6539
552	9368	6522
553	9386	6506
554	9401	6488
555	9416	6469
556	9433	6452
557	9449	6435
558	9465	6417
559	9482	6400
560	9498	6383
561	9515	6365
562	9530	6348
563	9547	6331
564	9564	6314
565	9582	6297
566	9598	6280
567	9615	6263
568	9631	6246
569	9649	6229
570	9664	6211
571	9680	6194
572	9696	6176
573	9713	6159
574	9729	6142
575	9746	6125
576	9762	6107
577	9778	6090
578	9793	6072
579	9810	6055
580	9826	6038
581	9844	6021
582	9860	6004
583	9877	5987
584	9893	5969
585	9910	5953
586	9926	5935
587	9942	5918
588	9958	5900
589	9973	5882
590	9991	5866
591	10007	5848
592	10023	5831
593	10038	5813
594	10054	5796
595	10072	5779
596	10089	5762
597	10105	5745
598	10122	5728
599	10138	5711
600	10155	5694
601	10171	5677
602	10187	5659
603	10205	5643
604	10222	5626
605	10239	5609
606	10256	5592
607	10272	5575
608	10289	5558
609	10305	5541
610	10322	5524
611	10338	5507
612	10353	5489
613	10371	5472
614	10388	5455
615	10404	5438
616	10421	5421
617	10436	5403
618	10452	5386
619	10468	5369
620	10484	5351
621	10501	5335
622	10517	5317
623	10533	5300
624	10548	5282
625	10565	5265
626	10582	5249
627	10598	5231
628	10614	5214
629	10632	5197
630	10647	5180
631	10664	5163
632	10681	5146
633	10695	5128
634	10714	5112
635	10729	5094
636	10747	5078
637	10763	5061
638	10779	5044
639	10796	5027
640	10811	5009
641	10827	4992
642	10843	4975
643	10859	4957
644	10876	4940
645	10894	4924
646	10911	4907
647	10927	4890
648	10943	4873
649	10960	4856
650	10976	4839
651	10993	4822
652	11009	4804
653	11026	4788
654	11042	4771
655	11058	4753
656	11074	4736
657	11090	4719
658	11108	4703
659	11125	4686
660	11141	4668
661	11157	4651
662	11174	4634
663	11190	4617
664	11207	4601
665	11225	4584
666	11241	4567
667	11257	4550
668	11274	4533
669	11290	4516
670	11306	4499
671	11323	4482
672	11337	4464
673	11353	4447
674	11370	4430
675	11387	4413
676	11402	4396
677	11419	4379
678	11436	4362
679	11452	4345
680	11470	4328
681	11486	4311
682	11501	4294
683	11518	4277
684	11535	4260
685	11550	4243
686	11567	4226
687	11581	4208
688	11597	4191
689	11614	4174
690	11630	4157
691	11647	4140
692	11664	4123
693	11681	4107
694	11698	4090
695	11714	4073
696	11731	4056
697	11748	4039
698	11764	4022
699	11781	4005
700	11799	3989
701	11816	3972
702	11831	3955
703	11847	3937
704	11864	3921
705	11880	3904
706	11896	3886
707	11912	3869
708	11928	3852
709	11947	3836
710	11963	3819
711	11981	3803
712	11997	3786
713	12014	3769
714	12032	3752
715	12048	3735
716	12065	3718
717	12081	3701
718	12098	3685
719	12114	3668
720	12130	3650
721	12146	3633
722	12163	3616
723	12177	3599
724	12194	3582
725	12209	3565
726	12225	3548
727	12243	3531
728	12260	3514
729	12276	3498
730	12293	3481
731	12309	3464
732	12326	3447
733	12341	3430
734	12357	3413
735	12374	3396
736	12390	3379
737	12406	3362
738	12422	3345
739	12438	3328
740	12456	3311
741	12472	3294
742	12487	3277
743	12504	3260
744	12520	3243
745	12537	3226
746	12552	3209
747	12569	3192
748	12585	3175
749	12601	3158
750	12618	3141
751	12633	3124
752	12649	3107
753	12665	3090
754	12682	3073
755	12698	3056
756	12714	3040
757	12729	3022
758	12747	3006
759	12763	2989
760	12780	2972
761	12796	2955
762	12812	2938
763	12829	2921
764	12846	2905
765	12862	2888
766	12879	2871
767	12895	2854
768	12912	2837
769	12929	2820
770	12945	2803
771	12961	2787
772	12978	2770
773	12995	2753
774	13011	2736
775	13027	2719
776	13043	2702
777	13059	2685
778	13076	2669
779	13092	2652
780	13108	2635
781	13125	2618
782	13139	2601
783	13156	2584
784	13172	2567
785	13188	2550
786	13205	2533
787	13220	2516
788	13236	2499
789	13254	2483
790	13271	2466
791	13288	2449
792	13305	2432
793	13320	2415
794	13337	2399
795	13353	2382
796	13369	2365
797	13386	2348
798	13403	2331
799	13419	2314
800	13436	2298
801	13450	2280
802	13467	2264
803	13483	2247
804	13501	2230
805	13516	2213
806	13532	2196
807	13549	2179
808	13564	2162
809	13581	2146
810	13599	2129
811	13615	2112
812	13632	2096
813	13648	2079
814	13666	2062
815	13683	2045
816	13701	2029
817	13718	2012
818	13733	1995
819	13750	1978
820	13767	1961
821	13784	1945
822	13799	1928
823	13815	1911
824	13832	1894
825	13849	1877
826	13865	1861
827	13882	1844
828	13899	1827
829	13916	1810
830	13932	1793
831	13948	1777
832	13964	1760
833	13981	1743
834	13998	1726
835	14013	1709
836	14031	1693
837	14047	1676
838	14063	1659
839	14080	1642
840	14097	1625
841	14112	1609
842	14129	1592
843	14145	1575
844	14161	1558
845	14178	1541
846	14194	1525
847	14211	1508
848	14227	1491
849	14242	1474
850	14259	1457
851	14275	1440
852	14292	1424
853	14308	1407
854	14324	1390
855	14340	1373
856	14356	1356
857	14372	1340
858	14389	1323
859	14406	1306
860	14422	1289
861	14438	1273
862	14455	1256
863	14472	1239
864	14489	1222
865	14506	1206
866	14522	1189
867	14537	1172
868	14555	1155
869	14572	1138
870	14588	1122
871	14605	1105
872	14621	1088
873	14638	1071
874	14655	1055
875	14671	1038
876	14688	1021
877	14703	1004
878	14719	988
879	14736	971
880	14753	954
881	14770	937
882	14786	921
883	14803	904
884	14820	887
885	14837	870
886	14853	854
887	14870	837
888	14885	820
889	14902	803
890	14917	786
891	14932	770
892	14949	753
893	14964	736
894	14981	719
895	14997	703
896	15013	686
897	15030	669
898	15046	652
899	15063	636
900	15080	619
901	15096	602
902	15113	585
903	15129	569
904	15145	552
905	15163	535
906	15179	518
907	15195	502
908	15212	485
909	15227	468
910	15244	451
911	15261	435
912	15277	418
913	15293	401
914	15309	384
915	15327	368
916	15343	351
917	15358	334
918	15376	317
919	15392	301
920	15409	284
921	15426	267
922	15441	250
923	15458	234
924	15473	217
925	15490	200
926	15507	184
927	15522	167
928	15538	150
929	15554	133
930	15573	117
931	15590	100
932	15606	83
933	15623	66
934	15640	50
935	15657	33
936	15673	16
937	15689	0
