iter	Passed	Remaining
234	61532	69387
235	61783	69113
236	62038	68843
237	62308	68591
238	62559	68317
239	62794	68027
240	63027	67734
241	63277	67461
242	63533	67194
243	63792	66930
244	64017	66630
245	64277	66367
246	64543	66110
247	64792	65837
248	65031	65553
249	65284	65284
250	65526	65004
251	65737	64694
252	65961	64397
253	66219	64133
254	66470	63864
255	66712	63585
256	66953	63306
257	67197	63030
258	67416	62731
259	67650	62446
260	67886	62164
261	68129	61889
262	68385	61624
263	68629	61350
264	68864	61068
265	69101	60788
266	69371	60537
267	69625	60272
268	69880	60009
269	70138	59747
270	70401	59490
271	70656	59226
272	70897	58951
273	71152	58687
274	71409	58426
275	71658	58157
276	71904	57887
277	72172	57633
278	72448	57387
279	72723	57139
280	73007	56898
281	73298	56663
282	73577	56417
283	73840	56160
284	74110	55907
285	74386	55659
286	74667	55415
287	74926	55154
288	75191	54897
289	75436	54626
290	75679	54353
291	75933	54089
292	76177	53818
293	76436	53557
294	76691	53293
295	76958	53038
296	77215	52777
297	77461	52507
298	77695	52230
299	77949	51966
300	78206	51704
301	78452	51435
302	78705	51171
303	78947	50900
304	79184	50626
305	79442	50365
306	79677	50090
307	79934	49829
308	80175	49558
309	80422	49291
310	80665	49021
311	80921	48760
312	81180	48500
313	81429	48235
314	81681	47971
315	81934	47708
316	82175	47438
317	82399	47159
318	82658	46900
319	82895	46628
320	83142	46362
321	83397	46101
322	83654	45841
323	83906	45579
324	84170	45322
325	84427	45062
326	84684	44802
327	84931	44537
328	85179	44272
329	85435	44012
330	85706	43759
331	85938	43487
332	86164	43211
333	86400	42941
334	86627	42667
335	86863	42397
336	87101	42129
337	87333	41857
338	87559	41584
339	87802	41319
340	88036	41049
341	88257	40774
342	88500	40509
343	88744	40244
344	89011	39990
345	89251	39724
346	89499	39462
347	89755	39203
348	89996	38938
349	90231	38670
350	90476	38407
351	90725	38145
352	90966	37881
353	91201	37614
354	91451	37353
355	91693	37089
356	91937	36826
357	92179	36562
358	92437	36305
359	92672	36039
360	92914	35775
361	93163	35515
362	93384	35244
363	93616	34977
364	93861	34715
365	94104	34453
366	94348	34191
367	94602	33933
368	94839	33669
369	95086	33408
370	95314	33141
371	95551	32877
372	95795	32616
373	96036	32354
374	96297	32099
375	96530	31834
376	96769	31571
377	97008	31309
378	97276	31056
379	97532	30799
380	97780	30540
381	98026	30280
382	98279	30022
383	98511	29758
384	98762	29500
385	99008	29240
386	99257	28982
387	99494	28720
388	99736	28459
389	99984	28200
390	100240	27944
391	100484	27684
392	100723	27423
393	100967	27163
394	101218	26906
395	101457	26645
396	101715	26389
397	101985	26137
398	102252	25883
399	102499	25624
400	102756	25368
401	103019	25114
402	103293	24862
403	103538	24603
404	103797	24347
405	104055	24091
406	104342	23842
407	104599	23586
408	104898	23339
409	105199	23092
410	105481	22841
411	105772	22592
412	106136	22358
413	106444	22111
414	106713	21857
415	106994	21604
416	107252	21347
417	107570	21102
418	107836	20846
419	108076	20585
420	108312	20324
421	108564	20066
422	108856	19815
423	109168	19567
424	109484	19320
425	109785	19070
426	110081	18819
427	110403	18572
428	110669	18315
429	110980	18066
430	111269	17813
431	111555	17559
432	111834	17304
433	112122	17050
434	112414	16797
435	112691	16541
436	112955	16284
437	113227	16027
438	113512	15772
439	113771	15514
440	114045	15257
441	114321	15001
442	114590	14744
443	114842	14484
444	115119	14228
445	115370	13968
446	115608	13707
447	115855	13447
448	116115	13189
449	116396	12932
450	116641	12672
451	116915	12415
452	117203	12160
453	117458	11901
454	117749	11645
455	118035	11389
456	118310	11132
457	118594	10875
458	118892	10620
459	119162	10361
460	119427	10103
461	119753	9849
462	120064	9594
463	120344	9337
464	120617	9078
465	120888	8820
466	121150	8560
467	121387	8300
468	121670	8042
469	121964	7784
470	122232	7526
471	122495	7266
472	122773	7008
473	123043	6749
474	123329	6491
475	123635	6233
476	123962	5977
477	124240	5718
478	124523	5459
479	124812	5200
480	125088	4941
481	125355	4681
482	125612	4421
483	125884	4161
484	126162	3901
485	126418	3641
486	126683	3381
487	126957	3121
488	127212	2861
489	127463	2601
490	127723	2341
491	127971	2080
492	128226	1820
493	128490	1560
494	128760	1300
495	129036	1040
496	129285	780
497	129543	520
498	129803	260
499	130051	0
