iter	Logloss
418	0.08353658265
419	0.08345871218
420	0.08336839459
421	0.08331438265
422	0.08324005185
423	0.08315866421
424	0.08312501444
425	0.08308172429
426	0.08298850727
427	0.08293053576
428	0.08284529711
429	0.08276156762
430	0.08269712788
431	0.08263834723
432	0.08256192687
433	0.08249439425
434	0.08237774297
435	0.08231340078
436	0.0822617621
437	0.08212986401
438	0.08205403248
439	0.0819980219
440	0.08194288979
441	0.08186553753
442	0.08176703976
443	0.08171356527
444	0.08167711365
445	0.08158332379
446	0.08145710593
447	0.08125001836
448	0.08118424067
449	0.08107482122
450	0.08096975212
451	0.08088510345
452	0.08079738564
453	0.08071553302
454	0.08061731895
455	0.08056179315
456	0.08051716313
457	0.08047534662
458	0.08043102151
459	0.08030615723
460	0.08024002741
461	0.08018477438
462	0.08014950045
463	0.08004274569
464	0.07997843339
465	0.0799155158
466	0.07983292762
467	0.07975449452
468	0.0796633106
469	0.07959441967
470	0.07950674303
471	0.07942035042
472	0.07931602269
473	0.07925293033
474	0.07920825028
475	0.07914870741
476	0.07911961682
477	0.07903703592
478	0.07899126573
479	0.07894924748
480	0.07891319569
481	0.07883443809
482	0.07871551115
483	0.07865229935
484	0.07856564779
485	0.07847399443
486	0.07843760799
487	0.07840822105
488	0.07833052682
489	0.0782667207
490	0.07819399294
491	0.07814911736
492	0.07806798328
493	0.07797362205
494	0.07788202447
495	0.07780831673
496	0.07772565024
497	0.0776538977
498	0.07756554881
499	0.0774862643
