iter	Passed	Remaining
190	49260	79693
191	49548	79483
192	49797	79211
193	50036	78923
194	50293	78664
195	50557	78416
196	50814	78155
197	51079	77909
198	51327	77636
199	51581	77372
200	51838	77112
201	52090	76847
202	52354	76597
203	52626	76360
204	52886	76105
205	53139	75840
206	53404	75591
207	53653	75320
208	53909	75060
209	54142	74768
210	54406	74519
211	54679	74282
212	54941	74028
213	55192	73762
214	55437	73486
215	55683	73213
216	55946	72961
217	56198	72696
218	56455	72438
219	56718	72187
220	56973	71925
221	57233	71670
222	57498	71422
223	57740	71145
224	57998	70887
225	58256	70629
226	58525	70385
227	58773	70116
228	59039	69867
229	59291	69603
230	59551	69348
231	59810	69091
232	60064	68828
233	60316	68565
234	60580	68314
235	60837	68055
236	61128	67834
237	61358	67546
238	61605	67276
239	61862	67018
240	62123	66763
241	62371	66495
242	62624	66232
243	62873	65965
244	63131	65707
245	63385	65446
246	63655	65201
247	63909	64940
248	64169	64685
249	64420	64420
250	64670	64155
251	64924	63893
252	65186	63640
253	65438	63377
254	65695	63119
255	65957	62866
256	66219	62611
257	66478	62355
258	66732	62095
259	66976	61824
260	67230	61563
261	67491	61309
262	67754	61056
263	68000	60788
264	68245	60519
265	68506	60264
266	68756	60000
267	69024	59752
268	69282	59495
269	69522	59222
270	69783	58968
271	70040	58710
272	70285	58442
273	70523	58168
274	70783	57914
275	71047	57661
276	71317	57414
277	71581	57162
278	71850	56913
279	72109	56657
280	72358	56393
281	72604	56126
282	72866	55872
283	73112	55606
284	73378	55355
285	73632	55095
286	73899	54845
287	74162	54591
288	74396	54317
289	74631	54043
290	74903	53796
291	75162	53540
292	75418	53282
293	75671	53021
294	75931	52765
295	76179	52502
296	76430	52240
297	76665	51968
298	76920	51709
299	77172	51448
300	77432	51193
301	77689	50935
302	77943	50676
303	78197	50417
304	78449	50156
305	78720	49907
306	78990	49658
307	79247	49400
308	79494	49137
309	79770	48891
310	80021	48630
311	80284	48376
312	80537	48116
313	80780	47850
314	81043	47596
315	81311	47346
316	81581	47096
317	81882	46863
318	82148	46610
319	82406	46353
320	82672	46100
321	82927	45841
322	83190	45587
323	83451	45331
324	83683	45060
325	83944	44804
326	84199	44546
327	84447	44283
328	84708	44027
329	84958	43766
330	85228	43515
331	85462	43246
332	85715	42986
333	85978	42732
334	86233	42473
335	86471	42206
336	86736	41952
337	86995	41696
338	87246	41435
339	87516	41184
340	87772	40925
341	88089	40696
342	88342	40436
343	88633	40194
344	88889	39936
345	89157	39682
346	89426	39429
347	89688	39174
348	89967	38925
349	90225	38668
350	90497	38416
351	90761	38161
352	91025	37905
353	91288	37650
354	91554	37395
355	91796	37131
356	92074	36881
357	92370	36638
358	92683	36401
359	92956	36149
360	93224	35895
361	93498	35643
362	93752	35383
363	94020	35128
364	94288	34873
365	94552	34617
366	94819	34362
367	95089	34108
368	95344	33848
369	95605	33591
370	95873	33336
371	96120	33073
372	96361	32809
373	96629	32554
374	96873	32291
375	97138	32034
376	97401	31778
377	97665	31521
378	97942	31269
379	98215	31015
380	98464	30753
381	98730	30498
382	98994	30241
383	99251	29982
384	99511	29724
385	99778	29468
386	100039	29210
387	100308	28955
388	100572	28698
389	100816	28435
390	101082	28178
391	101347	27922
392	101588	27658
393	101835	27397
394	102104	27141
395	102376	26886
396	102624	26625
397	102875	26365
398	103142	26108
399	103400	25850
400	103654	25590
401	103902	25329
402	104176	25074
403	104452	24820
404	104730	24566
405	104995	24309
406	105258	24051
407	105522	23794
408	105766	23532
409	106013	23271
410	106249	23007
411	106520	22751
412	106776	22492
413	107028	22232
414	107284	21973
415	107542	21715
416	107775	21451
417	108037	21193
418	108296	20935
419	108557	20677
420	108828	20421
421	109060	20158
422	109313	19898
423	109561	19638
424	109783	19373
425	110049	19116
426	110333	18862
427	110567	18600
428	110813	18339
429	111074	18081
430	111326	17822
431	111570	17562
432	111822	17302
433	112076	17043
434	112336	16785
435	112581	16525
436	112832	16266
437	113104	16010
438	113366	15752
439	113610	15492
440	113874	15234
441	114124	14975
442	114374	14716
443	114627	14457
444	114875	14198
445	115139	13940
446	115388	13681
447	115641	13422
448	115899	13164
449	116164	12907
450	116418	12648
451	116686	12391
452	116949	12133
453	117204	11875
454	117461	11617
455	117709	11357
456	117946	11097
457	118200	10839
458	118450	10580
459	118709	10322
460	118970	10064
461	119223	9806
462	119458	9546
463	119719	9288
464	119981	9030
465	120231	8772
466	120495	8514
467	120751	8256
468	121011	7998
469	121275	7740
470	121510	7481
471	121753	7222
472	122038	6966
473	122306	6708
474	122545	6449
475	122810	6192
476	123058	5933
477	123323	5675
478	123587	5418
479	123847	5160
480	124088	4901
481	124322	4642
482	124564	4384
483	124821	4126
484	125094	3868
485	125391	3612
486	125648	3354
487	125938	3096
488	126237	2839
489	126497	2581
490	126771	2323
491	127040	2065
492	127287	1807
493	127550	1549
494	127819	1291
495	128084	1032
496	128339	774
497	128606	516
498	128866	258
499	129144	0
