iter	Passed	Remaining
177	30359	129624
178	30499	129325
179	30642	129040
180	30783	128744
181	30922	128446
182	31058	128136
183	31197	127840
184	31343	127576
185	31484	127290
186	31620	126989
187	31757	126691
188	31894	126398
189	32035	126117
190	32172	125826
191	32315	125559
192	32454	125278
193	32592	124994
194	32732	124719
195	32871	124442
196	33006	124152
197	33143	123869
198	33285	123607
199	33427	123348
200	33578	123122
201	33742	122942
202	33940	122889
203	34111	122733
204	34327	122742
205	34524	122678
206	34688	122498
207	34868	122376
208	35045	122238
209	35187	121982
210	35336	121752
211	35479	121500
212	35633	121288
213	35790	121085
214	35949	120890
215	36094	120647
216	36243	120420
217	36392	120194
218	36548	119992
219	36700	119776
220	36858	119582
221	37011	119371
222	37160	119146
223	37308	118921
224	37455	118692
225	37598	118451
226	37748	118233
227	37890	117993
228	38032	117751
229	38181	117531
230	38328	117308
231	38472	117075
232	38613	116835
233	38757	116603
234	38901	116374
235	39046	116145
236	39192	115925
237	39342	115712
238	39486	115485
239	39634	115271
240	39778	115045
241	39922	114817
242	40069	114603
243	40215	114383
244	40358	114156
245	40499	113925
246	40640	113693
247	40783	113471
248	40926	113245
249	41067	113017
250	41212	112799
251	41353	112573
252	41504	112373
253	41648	112155
254	41794	111942
255	41935	111717
256	42078	111500
257	42225	111291
258	42363	111062
259	42509	110851
260	42656	110645
261	42798	110427
262	42944	110219
263	43086	110001
264	43230	109788
265	43374	109577
266	43514	109355
267	43658	109145
268	43798	108926
269	43938	108707
270	44080	108493
271	44222	108279
272	44363	108064
273	44505	107852
274	44651	107649
275	44794	107442
276	44940	107241
277	45080	107026
278	45221	106813
279	45364	106606
280	45510	106408
281	45656	106207
282	45797	105998
283	45943	105799
284	46082	105585
285	46227	105385
286	46365	105170
287	46508	104966
288	46652	104765
289	46790	104552
290	46935	104354
291	47073	104142
292	47220	103950
293	47362	103745
294	47509	103555
295	47655	103361
296	47795	103155
297	47940	102958
298	48081	102756
299	48226	102560
300	48367	102359
301	48510	102162
302	48655	101968
303	48800	101774
304	48941	101574
305	49081	101370
306	49227	101181
307	49365	100974
308	49511	100785
309	49652	100586
310	49794	100388
311	49941	100202
312	50082	100004
313	50226	99813
314	50370	99622
315	50511	99423
316	50652	99228
317	50795	99034
318	50936	98839
319	51078	98645
320	51223	98457
321	51364	98262
322	51508	98072
323	51650	97881
324	51787	97679
325	51932	97493
326	52074	97301
327	52221	97119
328	52361	96924
329	52503	96733
330	52645	96542
331	52786	96351
332	52936	96176
333	53081	95991
334	53231	95817
335	53375	95630
336	53516	95441
337	53660	95256
338	53804	95070
339	53945	94880
340	54087	94693
341	54231	94509
342	54371	94317
343	54515	94135
344	54656	93945
345	54795	93753
346	54937	93567
347	55079	93382
348	55221	93196
349	55362	93009
350	55500	92816
351	55643	92634
352	55786	92450
353	55929	92268
354	56075	92090
355	56222	91915
356	56364	91731
357	56506	91546
358	56649	91365
359	56797	91191
360	56941	91011
361	57082	90827
362	57232	90656
363	57372	90472
364	57514	90289
365	57656	90108
366	57796	89923
367	57946	89753
368	58090	89575
369	58232	89394
370	58377	89217
371	58516	89032
372	58660	88855
373	58800	88672
374	58938	88486
375	59078	88303
376	59223	88128
377	59365	87949
378	59503	87763
379	59647	87587
380	59795	87417
381	59943	87247
382	60084	87067
383	60229	86893
384	60370	86713
385	60512	86536
386	60650	86353
387	60795	86178
388	60937	86001
389	61074	85817
390	61220	85646
391	61360	85466
392	61501	85287
393	61639	85106
394	61786	84936
395	61935	84769
396	62076	84592
397	62217	84415
398	62348	84225
399	62487	84045
400	62627	83867
401	62768	83690
402	62904	83508
403	63052	83341
404	63202	83176
405	63346	83005
406	63485	82826
407	63615	82637
408	63750	82454
409	63893	82282
410	64039	82114
411	64182	81941
412	64321	81765
413	64461	81588
414	64596	81407
415	64727	81220
416	64860	81036
417	64991	80851
418	65123	80666
419	65262	80490
420	65396	80308
421	65532	80130
422	65665	79946
423	65798	79765
424	65931	79583
425	66066	79403
426	66203	79227
427	66335	79044
428	66468	78863
429	66603	78685
430	66744	78513
431	66875	78331
432	67011	78153
433	67144	77973
434	67281	77799
435	67416	77622
436	67549	77442
437	67680	77260
438	67810	77078
439	67944	76901
440	68079	76724
441	68213	76547
442	68346	76368
443	68482	76194
444	68619	76020
445	68753	75844
446	68886	75667
447	69016	75487
448	69150	75310
449	69286	75137
450	69414	74955
451	69561	74794
452	69698	74621
453	69830	74445
454	69971	74277
455	70104	74101
456	70239	73928
457	70371	73751
458	70504	73577
459	70643	73407
460	70788	73245
461	70927	73076
462	71061	72903
463	71200	72734
464	71334	72561
465	71471	72392
466	71604	72217
467	71738	72044
468	71876	71876
469	72013	71707
470	72145	71532
471	72279	71360
472	72414	71190
473	72551	71020
474	72687	70851
475	72827	70685
476	72963	70516
477	73102	70349
478	73240	70181
479	73377	70014
480	73511	69843
481	73648	69675
482	73781	69504
483	73914	69332
484	74048	69163
485	74184	68995
486	74317	68823
487	74452	68655
488	74590	68489
489	74729	68324
490	74865	68156
491	74996	67984
492	75127	67813
493	75265	67647
494	75410	67488
495	75553	67327
496	75688	67159
497	75825	66994
498	75957	66824
499	76089	66654
500	76224	66487
501	76355	66316
502	76499	66157
503	76636	65992
504	76769	65823
505	76901	65654
506	77033	65485
507	77164	65316
508	77297	65148
509	77435	64984
510	77569	64818
511	77705	64653
512	77839	64486
513	77972	64319
514	78104	64152
515	78237	63984
516	78367	63816
517	78498	63647
518	78630	63480
519	78764	63314
520	78896	63147
521	79030	62982
522	79159	62813
523	79293	62647
524	79424	62480
525	79554	62312
526	79687	62147
527	79821	61982
528	79952	61816
529	80085	61650
530	80217	61485
531	80350	61319
532	80482	61154
533	80614	60989
534	80749	60826
535	80882	60661
536	81014	60496
537	81146	60331
538	81278	60167
539	81409	60001
540	81540	59836
541	81671	59671
542	81803	59507
543	81936	59343
544	82068	59179
545	82201	59016
546	82331	58850
547	82461	58686
548	82594	58522
549	82724	58358
550	82856	58195
551	82988	58031
552	83122	57870
553	83256	57708
554	83388	57545
555	83520	57382
556	83667	57230
557	83799	57067
558	83933	56906
559	84067	56745
560	84221	56598
561	84370	56447
562	84510	56290
563	84647	56131
564	84777	55967
565	84909	55806
566	85050	55650
567	85192	55494
568	85325	55334
569	85453	55169
570	85585	55008
571	85717	54847
572	85847	54685
573	85979	54523
574	86110	54362
575	86243	54201
576	86373	54039
577	86502	53876
578	86633	53715
579	86765	53554
580	86897	53395
581	87027	53233
582	87162	53075
583	87298	52917
584	87428	52756
585	87562	52597
586	87692	52436
587	87824	52276
588	87957	52117
589	88089	51957
590	88226	51801
591	88358	51642
592	88488	51481
593	88621	51323
594	88753	51163
595	88887	51006
596	89022	50848
597	89156	50690
598	89290	50533
599	89422	50374
600	89555	50216
601	89694	50062
602	89836	49909
603	89989	49762
604	90128	49607
605	90264	49451
606	90401	49296
607	90537	49140
608	90676	48986
609	90821	48835
610	90964	48683
611	91105	48530
612	91249	48378
613	91397	48229
614	91538	48076
615	91674	47920
616	91811	47765
617	91946	47609
618	92082	47454
619	92222	47300
620	92366	47150
621	92505	46996
622	92638	46839
623	92768	46681
624	92905	46527
625	93037	46370
626	93178	46217
627	93327	46069
628	93469	45917
629	93606	45763
630	93747	45611
631	93884	45456
632	94036	45309
633	94176	45157
634	94323	45008
635	94474	44860
636	94625	44713
637	94773	44564
638	94911	44411
639	95054	44259
640	95206	44112
641	95355	43964
642	95501	43814
643	95642	43663
644	95781	43509
645	95919	43356
646	96061	43205
647	96208	43056
648	96345	42902
649	96483	42749
650	96619	42595
651	96754	42441
652	96892	42288
653	97033	42136
654	97178	41987
655	97325	41838
656	97464	41685
657	97600	41532
658	97743	41381
659	97879	41227
660	98011	41072
661	98145	40918
662	98282	40765
663	98413	40610
664	98543	40454
665	98675	40299
666	98806	40144
667	98934	39988
668	99063	39832
669	99199	39679
670	99338	39528
671	99473	39374
672	99611	39223
673	99744	39069
674	99874	38914
675	100006	38759
676	100137	38605
677	100272	38452
678	100400	38297
679	100531	38142
680	100666	37990
681	100800	37837
682	100934	37684
683	101064	37529
684	101198	37377
685	101328	37222
686	101465	37071
687	101596	36917
688	101731	36765
689	101862	36611
690	101992	36457
691	102121	36303
692	102255	36150
693	102385	35997
694	102513	35842
695	102647	35690
696	102776	35536
697	102905	35382
698	103032	35228
699	103166	35076
700	103311	34928
701	103443	34775
702	103578	34624
703	103715	34473
704	103850	34322
705	103981	34169
706	104110	34016
707	104245	33865
708	104378	33713
709	104507	33560
710	104641	33408
711	104778	33258
712	104914	33107
713	105047	32956
714	105182	32805
715	105310	32652
716	105439	32499
717	105568	32346
718	105699	32194
719	105828	32042
720	105959	31890
721	106088	31738
722	106221	31587
723	106349	31434
724	106478	31282
725	106608	31130
726	106737	30978
727	106869	30827
728	106997	30675
729	107129	30524
730	107264	30374
731	107402	30225
732	107531	30073
733	107661	29922
734	107788	29770
735	107917	29618
736	108048	29467
737	108183	29317
738	108313	29166
739	108444	29016
740	108573	28864
741	108704	28714
742	108830	28562
743	108962	28412
744	109091	28261
745	109234	28114
746	109372	27965
747	109512	27817
748	109649	27668
749	109786	27519
750	109922	27370
751	110073	27225
752	110219	27079
753	110360	26931
754	110497	26782
755	110633	26633
756	110762	26483
757	110894	26333
758	111031	26185
759	111187	26041
760	111326	25893
761	111459	25744
762	111603	25597
763	111748	25450
764	111881	25301
765	112019	25153
766	112156	25004
767	112289	24855
768	112419	24705
769	112553	24557
770	112692	24409
771	112834	24262
772	112986	24117
773	113134	23971
774	113278	23824
775	113421	23678
776	113554	23529
777	113691	23381
778	113821	23231
779	113950	23082
780	114078	22932
781	114217	22785
782	114350	22636
783	114485	22488
784	114618	22339
785	114752	22191
786	114885	22042
787	115017	21894
788	115160	21747
789	115293	21599
790	115421	21450
791	115558	21302
792	115701	21156
793	115845	21009
794	115992	20864
795	116145	20719
796	116281	20571
797	116412	20423
798	116544	20274
799	116676	20126
800	116809	19978
801	116939	19830
802	117074	19682
803	117211	19535
804	117346	19387
805	117481	19240
806	117613	19092
807	117745	18944
808	117877	18796
809	118009	18648
810	118158	18503
811	118304	18357
812	118449	18211
813	118595	18066
814	118728	17918
815	118856	17770
816	118986	17622
817	119124	17475
818	119258	17328
819	119389	17180
820	119521	17032
821	119652	16885
822	119784	16737
823	119916	16590
824	120049	16443
825	120183	16296
826	120311	16148
827	120443	16000
828	120572	15853
829	120702	15705
830	120838	15559
831	120971	15412
832	121108	15265
833	121245	15119
834	121377	14972
835	121507	14825
836	121643	14678
837	121777	14531
838	121915	14385
839	122048	14239
840	122191	14093
841	122332	13947
842	122469	13801
843	122600	13654
844	122732	13507
845	122861	13360
846	122994	13214
847	123131	13068
848	123264	12921
849	123395	12775
850	123525	12628
851	123656	12481
852	123791	12335
853	123937	12190
854	124070	12044
855	124204	11898
856	124338	11751
857	124477	11606
858	124619	11460
859	124756	11315
860	124891	11169
861	125025	11023
862	125174	10878
863	125310	10732
864	125444	10586
865	125578	10440
866	125708	10294
867	125838	10148
868	125970	10002
869	126102	9856
870	126239	9710
871	126372	9564
872	126505	9419
873	126637	9273
874	126767	9127
875	126896	8981
876	127027	8835
877	127164	8690
878	127295	8544
879	127427	8398
880	127561	8253
881	127696	8107
882	127832	7962
883	127962	7816
884	128098	7671
885	128232	7526
886	128368	7380
887	128501	7235
888	128632	7089
889	128763	6944
890	128896	6799
891	129031	6654
892	129167	6509
893	129299	6363
894	129429	6218
895	129559	6073
896	129695	5928
897	129829	5783
898	129961	5637
899	130099	5493
900	130235	5348
901	130367	5203
902	130507	5058
903	130648	4913
904	130784	4768
905	130918	4624
906	131063	4479
907	131200	4334
908	131333	4189
909	131465	4045
910	131600	3900
911	131735	3755
912	131871	3610
913	132006	3466
914	132142	3321
915	132284	3177
916	132414	3032
917	132544	2887
918	132671	2742
919	132803	2598
920	132930	2453
921	133061	2309
922	133201	2164
923	133331	2020
924	133464	1875
925	133597	1731
926	133728	1586
927	133860	1442
928	133989	1298
929	134124	1153
930	134255	1009
931	134384	865
932	134513	720
933	134642	576
934	134774	432
935	134905	288
936	135037	144
937	135170	0
