iter	Passed	Remaining
262	2418	2179
263	2426	2169
264	2434	2159
265	2443	2149
266	2450	2138
267	2459	2128
268	2467	2118
269	2475	2109
270	2483	2098
271	2492	2089
272	2500	2079
273	2509	2069
274	2517	2059
275	2525	2050
276	2534	2040
277	2542	2030
278	2551	2021
279	2560	2011
280	2567	2001
281	2576	1991
282	2584	1981
283	2592	1972
284	2600	1961
285	2609	1952
286	2616	1942
287	2625	1932
288	2634	1923
289	2642	1913
290	2650	1903
291	2658	1893
292	2666	1883
293	2674	1874
294	2682	1864
295	2690	1854
296	2698	1844
297	2707	1835
298	2715	1825
299	2723	1815
300	2731	1806
301	2740	1796
302	2748	1787
303	2757	1777
304	2764	1767
305	2773	1758
306	2781	1748
307	2789	1738
308	2798	1729
309	2806	1720
310	2814	1710
311	2823	1701
312	2831	1691
313	2840	1682
314	2848	1672
315	2856	1663
316	2864	1653
317	2872	1644
318	2881	1634
319	2889	1625
320	2897	1615
321	2905	1606
322	2914	1597
323	2923	1588
324	2931	1578
325	2939	1568
326	2947	1559
327	2955	1550
328	2963	1540
329	2972	1531
330	2980	1521
331	2988	1512
332	2996	1502
333	3005	1493
334	3013	1484
335	3021	1474
336	3030	1465
337	3038	1456
338	3046	1446
339	3054	1437
340	3062	1428
341	3071	1418
342	3078	1409
343	3087	1400
344	3095	1390
345	3103	1381
346	3111	1372
347	3120	1362
348	3128	1353
349	3137	1344
350	3145	1335
351	3154	1326
352	3162	1316
353	3170	1307
354	3179	1298
355	3186	1289
356	3194	1279
357	3203	1270
358	3211	1261
359	3219	1252
360	3227	1242
361	3236	1233
362	3244	1224
363	3252	1215
364	3260	1205
365	3268	1196
366	3277	1187
367	3285	1178
368	3294	1169
369	3302	1160
370	3310	1151
371	3319	1142
372	3327	1132
373	3335	1123
374	3343	1114
375	3352	1105
376	3360	1096
377	3368	1087
378	3376	1078
379	3384	1068
380	3392	1059
381	3401	1050
382	3409	1041
383	3418	1032
384	3426	1023
385	3434	1014
386	3442	1005
387	3451	996
388	3458	987
389	3467	978
390	3475	968
391	3483	959
392	3491	950
393	3500	941
394	3508	932
395	3516	923
396	3524	914
397	3533	905
398	3541	896
399	3549	887
400	3557	878
401	3566	869
402	3574	860
403	3582	851
404	3590	842
405	3599	833
406	3607	824
407	3615	815
408	3623	806
409	3632	797
410	3640	788
411	3648	779
412	3657	770
413	3665	761
414	3673	752
415	3682	743
416	3690	734
417	3698	725
418	3707	716
419	3715	707
420	3723	698
421	3731	689
422	3739	680
423	3748	671
424	3756	662
425	3764	653
426	3772	644
427	3781	636
428	3789	627
429	3797	618
430	3805	609
431	3813	600
432	3822	591
433	3830	582
434	3838	573
435	3846	564
436	3854	555
437	3863	546
438	3871	537
439	3879	529
440	3887	520
441	3895	511
442	3903	502
443	3911	493
444	3919	484
445	3928	475
446	3936	466
447	3944	457
448	3952	448
449	3959	439
450	3967	431
451	3975	422
452	3982	413
453	3989	404
454	3997	395
455	4005	386
456	4013	377
457	4021	368
458	4029	359
459	4037	351
460	4045	342
461	4053	333
462	4062	324
463	4070	315
464	4079	307
465	4087	298
466	4095	289
467	4103	280
468	4112	271
469	4120	262
470	4128	254
471	4136	245
472	4144	236
473	4152	227
474	4160	218
475	4169	210
476	4177	201
477	4186	192
478	4194	183
479	4202	175
480	4210	166
481	4219	157
482	4227	148
483	4235	140
484	4244	131
485	4254	122
486	4262	113
487	4269	104
488	4278	96
489	4286	87
490	4294	78
491	4302	69
492	4310	61
493	4318	52
494	4326	43
495	4334	34
496	4342	26
497	4351	17
498	4366	8
499	4377	0
