iter	Logloss
0	0.5732412246
1	0.4900231592
2	0.4321296858
3	0.388170143
4	0.3538455219
5	0.3276734213
6	0.3079221866
7	0.290455152
8	0.276812128
9	0.2649326395
10	0.256003851
11	0.2490953179
12	0.2430239655
13	0.2377516504
14	0.232593226
15	0.2281249056
16	0.2245586283
17	0.2211545367
18	0.2164653017
19	0.2141591593
20	0.2100986771
21	0.2075895343
22	0.2050672529
23	0.2025744827
24	0.2010207217
25	0.1992430818
26	0.1978693883
27	0.1966302239
28	0.1944792218
29	0.1931538628
30	0.1910947355
31	0.1897166461
32	0.1885429124
33	0.1873459413
34	0.1852183724
35	0.1842142055
36	0.1830240248
37	0.1819910257
38	0.1812129478
39	0.1801100685
40	0.1792227346
41	0.1776248218
42	0.1766660316
43	0.1758468377
44	0.1749385722
45	0.173610417
46	0.1730536332
47	0.1720035278
48	0.1708062004
49	0.170222472
50	0.1693008545
51	0.1688663789
52	0.1679328191
53	0.1668127611
54	0.1660307135
55	0.1651268034
56	0.164416049
57	0.1636666245
58	0.1630272361
59	0.1622635583
60	0.1610684145
61	0.1602883616
62	0.1598475655
63	0.1594473508
64	0.1589581699
65	0.1581716807
66	0.1573529449
67	0.1563855984
68	0.155820239
69	0.1551937772
70	0.1545652177
71	0.1540125776
72	0.1536891568
73	0.1528020062
74	0.1521435361
75	0.1516412379
76	0.1510202231
77	0.1505953287
78	0.1501204107
79	0.1493510058
80	0.1489795651
81	0.1482808562
82	0.1479417301
83	0.1474765238
84	0.1470136637
85	0.1464502852
86	0.1459786486
87	0.1455831042
88	0.1452697149
89	0.1446478145
90	0.1440497973
91	0.1437682872
92	0.1431984335
93	0.142734722
94	0.1423876388
95	0.1421570593
96	0.1417809167
97	0.1413636054
98	0.1408223409
99	0.1405009868
100	0.1401105769
101	0.1396394893
102	0.1391841751
103	0.1386231588
104	0.1383198853
105	0.1378789606
106	0.1372493938
107	0.1368249909
108	0.1365488305
109	0.1360703376
110	0.1356777464
111	0.1349903538
112	0.1341947593
113	0.133469091
114	0.1330448877
115	0.1325377049
116	0.1321419071
117	0.1316769676
118	0.1311957744
119	0.1308424392
120	0.1304843893
121	0.1301668291
122	0.1299203294
123	0.1295354118
124	0.129147047
125	0.1287839582
126	0.1283155698
127	0.1279254808
128	0.1274497416
129	0.1268395323
130	0.1264136577
131	0.1260389371
132	0.1257483475
133	0.1254893132
134	0.1251624074
135	0.12500416
136	0.124826912
137	0.1244666331
138	0.1242389564
139	0.1239461508
140	0.1237731962
141	0.1234596135
142	0.1231292311
143	0.1229578724
144	0.1224128119
145	0.1220889856
146	0.121583156
147	0.121341447
148	0.1210435004
149	0.1207716544
150	0.1206041609
151	0.1203584994
152	0.1199985086
153	0.1198038026
154	0.1195467678
155	0.1194028876
156	0.1190966531
157	0.11886658
158	0.1184233399
159	0.1181930755
160	0.1179930733
161	0.1177206992
162	0.1172350447
163	0.1169572272
164	0.1166937545
165	0.1164866072
166	0.1161055866
167	0.1157740437
168	0.1153649741
169	0.1151177254
170	0.11490405
171	0.1146651497
172	0.1145066804
173	0.1143746521
174	0.1142139565
175	0.1139852348
176	0.1137832376
177	0.1134431198
178	0.1131154867
179	0.1127531077
180	0.1124310191
181	0.1122574701
182	0.1121228808
183	0.1120185655
184	0.1118243172
185	0.1116123715
186	0.1114905039
187	0.1113245529
188	0.1111130584
189	0.1109918194
190	0.1107122858
191	0.1105374526
192	0.1103367462
193	0.110044281
194	0.1098678756
195	0.1097518248
196	0.1094789458
197	0.109360879
198	0.1092346365
199	0.1091055922
200	0.1089332542
201	0.1087277091
202	0.1085697133
203	0.1083682666
204	0.1081450309
205	0.1078981406
206	0.1076655591
207	0.1075621796
